row_id,probe,video_id,question_id,model_key,model_name,is_correct,confidence
244,II-B,op_v_043,op_q_043,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
245,II-B,op_v_044,op_q_044,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
246,II-B,op_v_045,op_q_045,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
247,II-B,op_v_046,op_q_046,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
248,II-B,op_v_047,op_q_047,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
249,II-B,op_v_048,op_q_048,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
250,II-B,op_v_049,op_q_049,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
251,II-B,op_v_000,op_q_050,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
252,II-B,op_v_001,op_q_051,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
253,II-B,op_v_002,op_q_052,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
254,II-B,op_v_003,op_q_053,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
255,II-B,op_v_004,op_q_054,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
256,II-B,op_v_005,op_q_055,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
257,II-B,op_v_006,op_q_056,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
258,II-B,op_v_007,op_q_057,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
259,II-B,op_v_008,op_q_058,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
260,II-B,op_v_009,op_q_059,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
261,II-B,op_v_010,op_q_060,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
262,II-B,op_v_011,op_q_061,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
263,II-B,op_v_012,op_q_062,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
264,II-B,op_v_013,op_q_063,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
265,II-B,op_v_014,op_q_064,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
266,II-B,op_v_015,op_q_065,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
267,II-B,op_v_016,op_q_066,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
268,II-B,op_v_017,op_q_067,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
269,II-B,op_v_018,op_q_068,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
270,II-B,op_v_019,op_q_069,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
271,II-B,op_v_020,op_q_070,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
272,II-B,op_v_021,op_q_071,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
273,II-B,op_v_022,op_q_072,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
274,II-B,op_v_023,op_q_073,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
275,II-B,op_v_024,op_q_074,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
276,II-B,op_v_025,op_q_075,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
277,II-B,op_v_026,op_q_076,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
278,II-B,op_v_027,op_q_077,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
279,II-B,op_v_028,op_q_078,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
280,II-B,op_v_029,op_q_079,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
281,II-B,op_v_030,op_q_080,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
282,II-B,op_v_031,op_q_081,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
283,II-B,op_v_032,op_q_082,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
284,II-B,op_v_033,op_q_083,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
285,II-B,op_v_034,op_q_084,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
286,II-B,op_v_035,op_q_085,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
287,II-B,op_v_036,op_q_086,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
288,II-B,op_v_037,op_q_087,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
289,II-B,op_v_038,op_q_088,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
290,II-B,op_v_039,op_q_089,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
291,II-B,op_v_040,op_q_090,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
292,II-B,op_v_041,op_q_091,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
293,II-B,op_v_042,op_q_092,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
294,II-B,op_v_043,op_q_093,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
295,II-B,op_v_044,op_q_094,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
296,II-B,op_v_045,op_q_095,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
297,II-B,op_v_046,op_q_096,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
298,II-B,op_v_047,op_q_097,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
299,II-B,op_v_048,op_q_098,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
300,II-B,op_v_049,op_q_099,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
301,II-B,op_v_000,op_q_100,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
302,II-B,op_v_001,op_q_101,llava_1_6_7b,LLaVA-1.6-7B,1,0.9
303,II-B,op_v_002,op_q_102,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
304,II-B,op_v_003,op_q_103,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
305,II-B,op_v_004,op_q_104,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
306,II-B,op_v_005,op_q_105,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
307,II-B,op_v_006,op_q_106,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
308,II-B,op_v_007,op_q_107,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
309,II-B,op_v_008,op_q_108,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
310,II-B,op_v_009,op_q_109,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
311,II-B,op_v_010,op_q_110,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
312,II-B,op_v_011,op_q_111,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
313,II-B,op_v_012,op_q_112,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
314,II-B,op_v_013,op_q_113,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
315,II-B,op_v_014,op_q_114,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
316,II-B,op_v_015,op_q_115,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
317,II-B,op_v_016,op_q_116,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
318,II-B,op_v_017,op_q_117,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
319,II-B,op_v_018,op_q_118,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
320,II-B,op_v_019,op_q_119,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
321,II-B,op_v_020,op_q_120,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
322,II-B,op_v_021,op_q_121,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
323,II-B,op_v_022,op_q_122,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
324,II-B,op_v_023,op_q_123,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
325,II-B,op_v_024,op_q_124,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
326,II-B,op_v_025,op_q_125,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
327,II-B,op_v_026,op_q_126,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
328,II-B,op_v_027,op_q_127,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
329,II-B,op_v_028,op_q_128,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
330,II-B,op_v_029,op_q_129,llava_1_6_7b,LLaVA-1.6-7B,0,0.9
331,II-B,op_v_030,op_q_130,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
332,II-B,op_v_031,op_q_131,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
333,II-B,op_v_032,op_q_132,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
334,II-B,op_v_033,op_q_133,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
335,II-B,op_v_034,op_q_134,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
336,II-B,op_v_035,op_q_135,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
337,II-B,op_v_036,op_q_136,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
338,II-B,op_v_037,op_q_137,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
339,II-B,op_v_038,op_q_138,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
340,II-B,op_v_039,op_q_139,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
341,II-B,op_v_040,op_q_140,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
342,II-B,op_v_041,op_q_141,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
343,II-B,op_v_042,op_q_142,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
344,II-B,op_v_043,op_q_143,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
345,II-B,op_v_044,op_q_144,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
346,II-B,op_v_045,op_q_145,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
347,II-B,op_v_046,op_q_146,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
348,II-B,op_v_047,op_q_147,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
349,II-B,op_v_048,op_q_148,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
350,II-B,op_v_049,op_q_149,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
351,II-B,op_v_000,op_q_150,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
352,II-B,op_v_001,op_q_151,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
353,II-B,op_v_002,op_q_152,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
354,II-B,op_v_003,op_q_153,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
355,II-B,op_v_004,op_q_154,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
356,II-B,op_v_005,op_q_155,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
357,II-B,op_v_006,op_q_156,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
358,II-B,op_v_007,op_q_157,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
359,II-B,op_v_008,op_q_158,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
360,II-B,op_v_009,op_q_159,llava_1_6_7b,LLaVA-1.6-7B,0,0.6
361,II-B,op_v_010,op_q_160,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
362,II-B,op_v_011,op_q_161,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
363,II-B,op_v_012,op_q_162,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
364,II-B,op_v_013,op_q_163,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
365,II-B,op_v_014,op_q_164,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
366,II-B,op_v_015,op_q_165,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
367,II-B,op_v_016,op_q_166,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
368,II-B,op_v_017,op_q_167,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
369,II-B,op_v_018,op_q_168,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
370,II-B,op_v_019,op_q_169,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
371,II-B,op_v_020,op_q_170,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
372,II-B,op_v_021,op_q_171,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
373,II-B,op_v_022,op_q_172,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
374,II-B,op_v_023,op_q_173,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
375,II-B,op_v_024,op_q_174,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
376,II-B,op_v_025,op_q_175,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
377,II-B,op_v_026,op_q_176,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
378,II-B,op_v_027,op_q_177,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
379,II-B,op_v_028,op_q_178,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
380,II-B,op_v_029,op_q_179,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
381,II-B,op_v_030,op_q_180,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
382,II-B,op_v_031,op_q_181,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
383,II-B,op_v_032,op_q_182,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
384,II-B,op_v_033,op_q_183,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
385,II-B,op_v_034,op_q_184,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
386,II-B,op_v_035,op_q_185,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
387,II-B,op_v_036,op_q_186,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
388,II-B,op_v_037,op_q_187,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
389,II-B,op_v_038,op_q_188,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
390,II-B,op_v_039,op_q_189,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
391,II-B,op_v_040,op_q_190,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
392,II-B,op_v_041,op_q_191,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
393,II-B,op_v_042,op_q_192,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
394,II-B,op_v_043,op_q_193,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
395,II-B,op_v_044,op_q_194,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
396,II-B,op_v_045,op_q_195,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
397,II-B,op_v_046,op_q_196,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
398,II-B,op_v_047,op_q_197,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
399,II-B,op_v_048,op_q_198,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
400,II-B,op_v_049,op_q_199,llava_1_6_7b,LLaVA-1.6-7B,0,0.4
401,II-B,op_v_000,op_q_000,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
402,II-B,op_v_001,op_q_001,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
403,II-B,op_v_002,op_q_002,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
404,II-B,op_v_003,op_q_003,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
405,II-B,op_v_004,op_q_004,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
406,II-B,op_v_005,op_q_005,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
407,II-B,op_v_006,op_q_006,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
408,II-B,op_v_007,op_q_007,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
409,II-B,op_v_008,op_q_008,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
410,II-B,op_v_009,op_q_009,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
411,II-B,op_v_010,op_q_010,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
412,II-B,op_v_011,op_q_011,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
413,II-B,op_v_012,op_q_012,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
414,II-B,op_v_013,op_q_013,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
415,II-B,op_v_014,op_q_014,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
416,II-B,op_v_015,op_q_015,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
417,II-B,op_v_016,op_q_016,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
418,II-B,op_v_017,op_q_017,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
419,II-B,op_v_018,op_q_018,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
420,II-B,op_v_019,op_q_019,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
421,II-B,op_v_020,op_q_020,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
422,II-B,op_v_021,op_q_021,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
423,II-B,op_v_022,op_q_022,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
424,II-B,op_v_023,op_q_023,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
425,II-B,op_v_024,op_q_024,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
426,II-B,op_v_025,op_q_025,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
427,II-B,op_v_026,op_q_026,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
428,II-B,op_v_027,op_q_027,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
429,II-B,op_v_028,op_q_028,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
430,II-B,op_v_029,op_q_029,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
431,II-B,op_v_030,op_q_030,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
432,II-B,op_v_031,op_q_031,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
433,II-B,op_v_032,op_q_032,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
434,II-B,op_v_033,op_q_033,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
435,II-B,op_v_034,op_q_034,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
436,II-B,op_v_035,op_q_035,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
437,II-B,op_v_036,op_q_036,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
438,II-B,op_v_037,op_q_037,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
439,II-B,op_v_038,op_q_038,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
440,II-B,op_v_039,op_q_039,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
441,II-B,op_v_040,op_q_040,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
442,II-B,op_v_041,op_q_041,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
443,II-B,op_v_042,op_q_042,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
444,II-B,op_v_043,op_q_043,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
445,II-B,op_v_044,op_q_044,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
446,II-B,op_v_045,op_q_045,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
447,II-B,op_v_046,op_q_046,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
448,II-B,op_v_047,op_q_047,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
449,II-B,op_v_048,op_q_048,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
450,II-B,op_v_049,op_q_049,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
451,II-B,op_v_000,op_q_050,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
452,II-B,op_v_001,op_q_051,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
453,II-B,op_v_002,op_q_052,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
454,II-B,op_v_003,op_q_053,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
455,II-B,op_v_004,op_q_054,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
456,II-B,op_v_005,op_q_055,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
457,II-B,op_v_006,op_q_056,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
458,II-B,op_v_007,op_q_057,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
459,II-B,op_v_008,op_q_058,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
460,II-B,op_v_009,op_q_059,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
461,II-B,op_v_010,op_q_060,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
462,II-B,op_v_011,op_q_061,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
463,II-B,op_v_012,op_q_062,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
464,II-B,op_v_013,op_q_063,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
465,II-B,op_v_014,op_q_064,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
466,II-B,op_v_015,op_q_065,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
467,II-B,op_v_016,op_q_066,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
468,II-B,op_v_017,op_q_067,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
469,II-B,op_v_018,op_q_068,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
470,II-B,op_v_019,op_q_069,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
471,II-B,op_v_020,op_q_070,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
472,II-B,op_v_021,op_q_071,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
473,II-B,op_v_022,op_q_072,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
474,II-B,op_v_023,op_q_073,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
475,II-B,op_v_024,op_q_074,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
476,II-B,op_v_025,op_q_075,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
477,II-B,op_v_026,op_q_076,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
478,II-B,op_v_027,op_q_077,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
479,II-B,op_v_028,op_q_078,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
480,II-B,op_v_029,op_q_079,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
481,II-B,op_v_030,op_q_080,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
482,II-B,op_v_031,op_q_081,qwen2_vl_7b,Qwen2-VL-7B,1,0.9
